GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
C1QTNF9B	B2RNN3		P02466	3hqv-B	NA	333	26	194	43.9	45	54	0.813	0.975418	-1	
CARHSP1	Q9Y2V2		Q9Y2V2	3aqq-A	NA	147	41	141	100	10	14	0.813	0.975418	-1	
CDC40	O60508		O60508	5mqf-E	NA	579	117	579	100	46	47	0.811	0.975418	-1	
CHAF1B	Q13112		O76071	3fm0-A	NA	559	74	377	22.2	39	46	0.813	0.975418	-1	
CLIC4	Q9Y696		Q9Y696	2d2z-A	NA	253	16	253	100	26	30	0.812	0.975418	-1	
COL5A2	P05997		P02454	3hqv-C	NA	1499	265	1256	62.8	231	253	0.812	0.975418	-1	
CXCL9	Q07325		P19875	1qnk-B	NA	125	27	91	47.7	10	12	0.813	0.975418	-1	
CXCR2	P25025		P25024	2lnl-A	NA	360	38	333	85.5	67	83	0.812	0.975418	-1	
CXXC1	Q9P0U4		O75151	3kqi-A	NA	656	24	89	35.8	8	11	0.813	0.975418	-1	
CYTH4	Q9UIA0		O08967	2r09-A	NA	394	58	391	77.2	60	66	0.813	0.975418	-1	
DDX41	Q9UJV9		Q9UJV9	2p6n-B	NA	622	406	565	100	32	38	0.811	0.975418	-1	
DHRS7B	Q6IAN0		Q8NBQ5	1yb1-A	NA	325	54	304	30.7	32	36	0.811	0.975418	-1	
DHX15	O43143		O43143	5xdr-A	NA	795	114	792	100	97	104	0.812	0.975418	-1	
DLL4	Q9NR61		Q9NR61	5mvx-A	NA	685	27	325	100	29	30	0.813	0.975418	-1	
EIF2S1	P05198		P05198	1q8k-A	NA	315	5	303	100	36	38	0.813	0.975418	-1	
ESRP1	Q6NXG1		Q6NXG1	2rvj-A	NA	681	438	539	100	19	25	0.813	0.975418	-1	
FAM83F	Q8NEG4		Q5T0W9	5lzk-B	NA	500	131	295	44	25	28	0.813	0.975418	-1	
FTSJ3	Q8IY81		P25582	6em5-w	NA	847	23	319	50.3	41	43	0.813	0.975418	-1	
HNRNPH3	P31942		P52597	2kg1-A	NA	346	17	123	33.6	14	14	0.812	0.975418	-1	
IGLV8-61	A0A075B6I0		P01724	1a6v-L	NA	122	25	117	59.1	21	27	0.811	0.975418	-1	
KATNAL1	Q9BW62		O16299	4l15-A	NA	490	186	488	45.4	47	51	0.812	0.975418	-1	
KCNK9	Q9NPC2		P97438	5vk5-B	NA	374	1	270	30.3	82	110	0.811	0.975418	-1	
KLHL11	Q9NVR0		Q9NVR0	3i3n-A	NA	708	67	335	100	27	29	0.813	0.975418	-1	
LAMC1	P11047		P02468	4aqt-A	NA	1609	39	397	96.9	52	60	0.813	0.975418	-1	
LAMC3	Q9Y6N6		Q90922	4plm-A	NA	1575	20	419	46.1	55	70	0.813	0.975418	-1	
LRP1B	Q9NZR2	S	Q07008	5uk5-A	NA	4599	4390	4428	35.9	17	21	0.811	0.975418	0.940858	
LRP4	O75096		O75581	5gje-B	NA	1905	1048	1640	40.3	88	93	0.813	0.975418	-1	
MAZ	P56270		D9IWL3	5v3g-A	NA	477	237	414	30.9	20	21	0.813	0.975418	-1	
MKL2	Q9ULH7		Q8K4J6	2yjf-M	NA	1088	41	151	88.3	16	17	0.812	0.975418	-1	
MRPL11	Q9Y3B7		Q9Y3B7	3j7y-J	NA	192	18	157	100	20	22	0.812	0.975418	-1	
MYO1H	Q8N1T3		Q9WTI7	4r8g-E	NA	1032	703	1030	47	40	49	0.813	0.975418	-1	
NFKB2	Q00653	S	Q00653	1a3q-B	NA	900	37	327	100	33	37	0.811	0.975418	0.940858	
OLAH	Q9NV23		Q9NV23	4xjv-A	NA	265	25	265	100	45	51	0.813	0.975418	-1	
OR2M5	A3KFT3		P41145	4djh-B	NA	312	34	303	24.7	127	196	0.812	0.975418	-1	
OR5W2	Q8NH69		P31356	4ww3-A	NA	310	55	303	21.6	96	134	0.813	0.975418	-1	
PDGFRA	P16234	"C,S"	P16234	5k5x-A	NA	1089	554	973	100	82	98	0.811	0.975418	0.940858	
PKD2	Q13563		Q13563	2kq6-A	NA	968	720	797	100	10	12	0.812	0.975418	-1	
PYHIN1	Q6K0P9		Q16666	2oq0-B	NA	492	209	400	69.8	69	92	0.813	0.975418	-1	
RADIL	Q96JH8		Q9QZQ1	1wln-A	NA	1075	208	358	22.4	22	30	0.812	0.975418	-1	
RFX5	P48382		P22670	1dp7-P	NA	616	94	167	37.8	12	16	0.813	0.975418	-1	
ROBO2	Q9HCK4		Q9HCK4	1uem-A	NA	1378	514	617	100	27	37	0.812	0.975418	-1	
SCFD1	Q8WVM8		P22213	1mqs-A	NA	642	40	640	32.8	69	73	0.812	0.975418	-1	
SCN3A	Q9NY46		D0E0C2	5x0m-A	NA	2000	45	442	45.4	81	95	0.811	0.975418	-1	
SEZ6L	Q9BYH1		P17927	2mcy-A	NA	1024	803	930	30.7	28	42	0.811	0.975418	-1	
SULT2A1	Q06520		Q06520	1j99-A	NA	285	2	285	100	61	70	0.812	0.975418	-1	
SUMO1	P63165		P63165	2n1a-A	NA	101	1	101	100	12	15	0.811	0.975418	-1	
TAF1L	Q8IZX4		Q86U86	3k2j-B	NA	1826	1403	1519	24.8	32	34	0.811	0.975418	-1	
TRIM8	Q9BZR9		Q0PF16	2lm3-A	NA	551	351	423	20.4	13	14	0.813	0.975418	-1	
TUBB4B	P68371		P02554	5kmg-B	NA	445	1	431	98.4	48	53	0.812	0.975418	-1	
ZBTB12	Q9Y330		P41182	3bim-F	NA	459	10	128	33.6	11	14	0.812	0.975418	-1	
ZNF429	Q86V71		Q07230	2i13-A	NA	674	108	251	38.6	24	34	0.813	0.975418	-1	
ZNF440	Q8IYI8		P19544	2jp9-A	NA	595	393	492	35.5	20	20	0.813	0.975418	-1	
ZNF532	Q9HCE3		Q07230	2i13-A	NA	1301	616	777	22.8	17	18	0.813	0.975418	-1	
ZNF583	Q96ND8		D9IWL3	5v3g-A	NA	569	349	515	55.7	30	47	0.811	0.975418	-1	
ZNF607	Q96SK3		Q96SE7	2ytk-A	NA	696	276	308	69.7	8	13	0.811	0.975418	-1	
ZNF785	A8K8V0		D9IWL3	5v3g-A	NA	405	169	335	50.9	34	35	0.812	0.975418	-1	
ZNFX1	Q9P2E3		Q00416	5mzn-A	NA	1918	580	707	32.3	11	15	0.813	0.975418	-1	
ARF6	P62330		P62330	2w83-A	NA	175	13	172	100	18	19	0.814	0.975695	-1	
CACNA1B	Q00975		Q14524	2kbi-A	NA	2339	1417	1464	20.8	7	10	0.814	0.975695	-1	
CRLF1	O75462		P40189	3l5h-A	NA	422	43	345	28.2	35	39	0.814	0.975695	-1	
EARS2	Q5JPH6		O51345	4gri-B	NA	523	36	518	36.9	54	59	0.814	0.975695	-1	
ELL2	O00472		O00472	2e5n-A	NA	640	200	292	100	19	21	0.814	0.975695	-1	
MAGEE1	Q9HCI5		Q96MG7	5hvq-D	NA	957	484	698	46.8	50	66	0.814	0.975695	-1	
MAPK4	P31152		Q16659	2i6l-A	NA	587	13	317	73.8	61	81	0.814	0.975695	-1	
MST1	P26927		P00747	4dur-B	NA	711	22	460	43.4	46	56	0.814	0.975695	-1	
NID2	Q14112		P22692	2dsr-G	NA	1375	940	1004	37.7	17	18	0.814	0.975695	-1	
OSBPL7	Q9BZF2		Q6CUK7	5h2d-A	NA	842	436	828	35.3	46	54	0.814	0.975695	-1	
PCGF3	Q3KNV8		P35226	4r8p-K	NA	242	3	130	41.4	25	30	0.814	0.975695	-1	
ZBTB14	O43829		Q86T24	3m8v-A	NA	449	11	123	43	17	26	0.814	0.975695	-1	
ZNF649	Q9BS31		D9IWL3	5v3g-A	NA	505	287	453	56.9	35	44	0.814	0.975695	-1	
ZNF845	Q96IR2		P17028	1x6e-A	NA	970	404	462	64.4	10	15	0.814	0.975695	-1	
ZP3	P21754		P79762	3nk3-A	NA	424	41	330	58.1	36	40	0.814	0.975695	-1	
ZPR1	O75312		Q62384	2qkd-A	NA	459	47	440	91.6	50	57	0.814	0.975695	-1	
A3GALT2	U3KPV4		P14769	1gww-B	NA	340	63	340	45.3	16	15	0.815	0.976261	-1	
CSTF2T	Q9H0L4		P33240	1p1t-A	NA	616	8	111	95.2	18	20	0.815	0.976261	-1	
DIS3L	Q8TF46		Q08162	5g06-J	NA	1054	9	955	32.5	102	105	0.815	0.976261	-1	
KCND3	Q9UK17		Q9UK17	2nz0-D	NA	655	6	141	100	35	47	0.815	0.976261	-1	
MYBPC3	Q14896		Q14896	2k1m-A	NA	1274	2	96	100	16	19	0.815	0.976261	-1	
NR1I2	O75469		P11473	1kb6-B	NA	434	38	139	56.9	22	21	0.815	0.976261	-1	
PTPRR	Q15256		Q15256	2a8b-A	NA	657	375	655	100	76	88	0.815	0.976261	-1	
STK11IP	Q8N1F8		A4GWM6	2omt-A	NA	1088	115	302	27.1	24	27	0.815	0.976261	-1	
UBE2B	P63146		P63146	2y4w-A	NA	152	1	152	100	16	18	0.815	0.976261	-1	
ZNF195	O14628		Q07230	2i13-B	NA	629	211	343	40.3	18	18	0.815	0.976261	-1	
ZNF197	O14709		Q07230	2i13-A	NA	1029	343	476	52.2	13	13	0.815	0.976261	-1	
AS3MT	Q9HBK9		K0BVM7	5evj-B	NA	375	37	327	45.8	35	39	0.816	0.976307	-1	
CCT7	Q99832		Q2NKZ1	3iyg-H	NA	543	10	524	98.6	65	69	0.816	0.976307	-1	
EPHA1	P21709		P21709	3kka-A	NA	976	911	974	100	14	15	0.816	0.976307	-1	
EPHX3	Q9H6B9		G9BEX6	4o08-B	NA	360	80	356	35.2	36	40	0.816	0.976307	-1	
HSP90AB3P	Q58FF7		P08238	5fwk-A	NA	597	10	564	73.9	93	102	0.816	0.976307	-1	
IGF2R	P11717		P08169	1q25-A	NA	2491	41	467	77.7	69	83	0.816	0.976307	-1	
KLF7	O75840		P03001	1tf6-A	NA	302	197	301	28.4	25	28	0.816	0.976307	-1	
NEDD4	P46934		Q9HAU4	2kxq-A	NA	1319	713	803	36.2	12	13	0.816	0.976307	-1	
NYNRIN	Q9P2P1		P14350	5frm-A	NA	1898	1485	1767	24.3	27	32	0.816	0.976307	-1	
PCDHB1	Q9Y5F3		Q99PF4	5tfk-A	NA	818	555	678	28.6	26	34	0.816	0.976307	-1	
PIK3C2A	O00443		O00443	2iwl-X	NA	1686	1409	1539	100	17	17	0.816	0.976307	-1	
RAB13	P51153		P61026	5szj-A	NA	203	3	174	69.2	21	24	0.816	0.976307	-1	
RP1L1	Q8IWN7		O15075	1mfw-A	NA	2400	33	124	35.4	23	32	0.816	0.976307	-1	
SLC22A8	Q8TCC7		P0AGF4	4gbz-A	NA	542	118	511	22.6	66	77	0.816	0.976307	-1	
SP100	P23497		P23497	1h5p-A	NA	879	595	684	100	16	17	0.816	0.976307	-1	
TBC1D4	O60343		Q7Z6G8	2m38-A	NA	1298	356	440	25.9	14	23	0.816	0.976307	-1	
UNC5B	Q8IZJ1		F1LW30	5ftt-A	NA	945	41	303	70.7	49	65	0.816	0.976307	-1	
ZNF480	Q8WV37		Q8BG62	1v65-A	NA	535	27	75	42.9	11	16	0.816	0.976307	-1	
ZNF71	Q9NQZ8		Q07230	2i13-A	NA	489	195	348	61	34	43	0.816	0.976307	-1	
ZSCAN10	Q96SZ4		P08047	1va1-A	NA	725	285	319	37.8	12	14	0.816	0.976307	-1	
DEK	P35659	S	P35659	2jx3-A	NA	375	78	187	100	16	17	0.817	0.976756	0.945379	
DPH7	Q9BTV6		P38968	2pm9-A	NA	452	81	292	25	17	18	0.817	0.976756	-1	
HERC2	O95714		Q15751	4o2w-A	NA	4834	2958	3326	42	61	63	0.817	0.976756	-1	
HNRNPUL2	Q1KMD3		Q92499	4xw3-B	NA	747	278	435	39.2	22	29	0.817	0.976756	-1	
INO80	Q9ULG1		P22082	5x0y-O	NA	1556	1100	1279	45.9	22	26	0.817	0.976756	-1	
PAPLN	O95428		P07996	1lsl-A	NA	1278	423	538	28.8	17	20	0.817	0.976756	-1	
PHLDB1	Q86UU1		Q54HG2	1d7m-A	NA	1377	747	852	29.2	12	13	0.817	0.976756	-1	
PRND	Q9UKY0		Q9UKY0	1lg4-A	NA	176	52	150	100	24	29	0.817	0.976756	-1	
STXBP6	Q8NFX7		Q9WU70	1urq-A	NA	210	151	208	34.5	14	17	0.817	0.976756	-1	
TSC22D3	Q99576		P80220	1dip-B	NA	134	58	134	94.8	11	13	0.817	0.976756	-1	
TTN	Q8WZ42		P13591	5aea-A	NA	34350	33973	34059	26.6	9	11	0.817	0.976756	-1	
UGT1A3	P35503		P51094	2c1z-A	NA	534	247	455	26.7	37	44	0.817	0.976756	-1	
VWCE	Q96DN2		P01130	1n7d-A	NA	955	110	287	24.1	31	32	0.817	0.976756	-1	
ACSL4	O60488		E5XP76	5mst-B	NA	711	87	709	25.9	101	105	0.818	0.97679	-1	
ACTR3B	Q9P1U1		P61157	1u2v-A	NA	418	1	418	90.7	48	58	0.819	0.97679	-1	
AMIGO3	Q86WK7		Q80ZD8	2xot-B	NA	504	31	372	39.8	53	58	0.818	0.97679	-1	
B3GAT1	Q9P2W7		Q9P2W7	1v83-A	NA	334	83	334	100	50	67	0.819	0.97679	-1	
BAG4	O95429		O95429	1m62-A	NA	457	376	457	100	14	15	0.819	0.97679	-1	
CACNA1B	Q00975		Q94KI8	5e1j-A	NA	2339	1467	1711	26.8	39	44	0.819	0.97679	-1	
CLASP2	O75122		O75122	3woy-A	NA	1294	63	308	100	34	33	0.819	0.97679	-1	
COL9A1	P20849		P20849	2uur-A	NA	921	42	256	100	54	66	0.819	0.97679	-1	
DAPK2	Q9UIK4		Q9UIK4	1zws-D	NA	370	12	289	100	46	46	0.818	0.97679	-1	
DAXX	Q9UER7	"C,S"	Q9UER7	4h9q-C	NA	740	182	386	100	26	32	0.819	0.97679	0.945379	
DCHS1	Q96JQ0		Q91XX3	5v5x-D	NA	3298	1851	2269	30.4	59	70	0.819	0.97679	-1	
FHL1	Q13642		Q13642	2cur-A	NA	323	162	217	100	11	14	0.818	0.97679	-1	
FOXO4	P98177	S	P98177	1e17-A	NA	505	96	185	100	17	18	0.818	0.97679	0.945379	
FYB1	O15117		O15117	1ri9-A	NA	783	689	765	100	17	20	0.818	0.97679	-1	
GBA	P04062		P04062	2xwd-B	NA	536	40	536	100	72	76	0.819	0.97679	-1	
HDHD3	Q9BSH5		Q9BSH5	3k1z-A	NA	251	8	247	100	26	29	0.819	0.97679	-1	
HMCES	Q96FZ2		Q96FZ2	5ko9-A	NA	354	2	270	100	40	43	0.819	0.97679	-1	
IGKV1-5	P01602		P01597	3upa-A	NA	117	23	112	92.2	45	59	0.818	0.97679	-1	
KDM2A	Q9Y2K7		Q9Y2K7	2yu2-A	NA	1162	34	517	100	27	26	0.818	0.97679	-1	
KIF15	Q9NS87		Q9NS87	4bn2-C	NA	1388	24	372	100	41	47	0.819	0.97679	-1	
KRT1	P04264		P12883	5wlz-C	NA	644	316	385	22.2	14	15	0.819	0.97679	-1	
KSR1	Q8IVT5		Q6VAB6	5kkr-B	NA	923	597	881	70.9	44	58	0.819	0.97679	-1	
LARS	Q9P2J5		P96142	1iyw-B	NA	1176	660	921	23.6	20	18	0.819	0.97679	-1	
LRRC19	Q9H756		C7B6Y3	3m18-A	NA	370	25	220	27.9	19	20	0.818	0.97679	-1	
MYLK	Q15746		Q15746	2yr3-A	NA	1914	510	601	100	13	18	0.819	0.97679	-1	
NCCRP1	Q6ZVX7		Q80UW2	2e31-A	NA	275	88	272	34.2	25	33	0.818	0.97679	-1	
NEK2	P51955		P54645	4f2l-A	NA	445	299	360	27.7	7	11	0.818	0.97679	-1	
OLFM3	Q96PB7		O70624	5vr2-C	NA	478	122	151	23.3	11	17	0.819	0.97679	-1	
OPN1SW	P03999		P08100	5w0p-C	NA	348	1	338	45.2	55	70	0.818	0.97679	-1	
PML	P29590	S	P29590	1bor-A	NA	882	49	104	100	9	10	0.819	0.97679	0.945379	
RAB35	Q15286		Q15286	3tw8-D	NA	201	4	177	100	27	31	0.819	0.97679	-1	
RADIL	Q96JH8		Q9Y4I1	4lli-A	NA	1075	400	738	22.5	46	49	0.819	0.97679	-1	
RARA	P10276	S	P10276	1dsz-A	NA	462	87	161	100	9	11	0.819	0.97679	0.945379	
RASGRP3	Q8IV61		O95267	4l9m-A	NA	690	6	546	59.9	89	101	0.819	0.97679	-1	
SIX1	Q15475		Q15475	4egc-A	NA	284	1	185	100	38	40	0.819	0.97679	-1	
SNN	O75324		O75324	1zza-A	NA	88	1	88	100	11	13	0.819	0.97679	-1	
TBC1D23	Q9NUY8		O60343	3qyb-A	NA	699	154	277	28	9	10	0.819	0.97679	-1	
ZNF560	Q96MR9		Q9NZL3	2en8-A	NA	790	170	213	20.4	7	10	0.819	0.97679	-1	
ZNF564	Q8TBZ8		D9IWL3	5v3g-A	NA	553	334	500	49.7	31	37	0.819	0.97679	-1	
ZNF577	Q9BSK1		D9IWL3	5v3g-A	NA	485	211	377	59.9	31	37	0.819	0.97679	-1	
ZNF670	Q9BS34		P49711	1x6h-A	NA	389	329	383	39	13	17	0.819	0.97679	-1	
AASDHPPT	Q9NRN7		Q9NRN7	2cg5-A	NA	309	14	289	100	38	41	0.821	0.976847	-1	
ADAMTSL3	P82987		Q13332	4pbx-A	NA	1691	1164	1392	26.4	47	59	0.82	0.976847	-1	
ADCY8	P40145		X8CHM4	5o5k-F	NA	1251	361	587	32.5	74	107	0.824	0.976847	-1	
AGO2	Q9UKV8		Q9UKV8	4z4g-A	NA	859	22	859	100	118	133	0.821	0.976847	-1	
AIF1	P55008		P55008	2g2b-A	NA	147	2	147	100	21	21	0.823	0.976847	-1	
ARHGAP39	Q9C0H5		Q13402	5mv9-A	NA	1083	739	970	24	27	32	0.824	0.976847	-1	
ARPC2	O15144		Q3MHR7	1k8k-D	NA	300	1	284	99.7	45	48	0.822	0.976847	-1	
ARSE	P51690		P08842	1p49-A	NA	589	34	585	54	76	89	0.824	0.976847	-1	
ASCL1	P50553		P17542	2ypa-A	NA	236	120	178	45.2	12	20	0.82	0.976847	-1	
ASMT	P46597		P46597	4a6d-A	NA	345	1	345	100	71	79	0.823	0.976847	-1	
ASNA1	O43681		Q9P7F8	2woo-C	NA	348	25	343	55.8	34	38	0.824	0.976847	-1	
ATPAF2	Q8N5M1		A9CJ14	2r6i-A	NA	289	13	254	31.1	18	19	0.822	0.976847	-1	
BICC1	Q9H694		Q00341	2ctj-A	NA	974	270	349	25.9	11	13	0.82	0.976847	-1	
CASP9	P55211		P55211	5juy-R	NA	416	1	95	100	12	14	0.823	0.976847	-1	
CD1B	P29016		P29016	5wl1-A	NA	333	22	296	100	88	108	0.822	0.976847	-1	
CENPN	Q96H22		Q96H22	6buz-N	NA	339	1	185	100	21	27	0.823	0.976847	-1	
CHD2	O14647		P32657	5o9g-W	NA	1828	306	1323	39.1	111	112	0.82	0.976847	-1	
CHD3	Q12873		Q92784	5i3l-A	NA	2000	380	500	26.9	15	18	0.822	0.976847	-1	
CHD5	Q8TDI0		P32657	3mwy-W	NA	1954	510	1201	41.1	130	156	0.824	0.976847	-1	
CHODL	Q9H9P2		Q9UBG0	5e4l-A	NA	273	39	184	33.3	28	37	0.823	0.976847	-1	
CLEC2D	Q9UHP7		Q9UHP7	4qki-A	NA	191	73	191	100	24	25	0.82	0.976847	-1	
CLK2	P49760		P49760	3nr9-C	NA	499	137	483	100	75	88	0.821	0.976847	-1	
COL11A1	P12107		P02466	3hqv-B	NA	1806	525	1551	44.8	362	434	0.824	0.976847	-1	
COL12A1	Q99715		P20702	1n3y-A	NA	3063	434	616	33	29	34	0.82	0.976847	-1	
CYLD	Q9NQC7	"C,S"	Q9NQC7	1whm-A	NA	956	228	304	100	11	11	0.82	0.976847	0.945586	
DGLUCY	Q7Z3D6		B6YTD8	5gl3-A	NA	616	301	528	35.4	21	21	0.824	0.976847	-1	
DIAPH3	Q9NSV4		O08808	1z2c-B	NA	1193	122	479	51.7	63	68	0.822	0.976847	-1	
DNAJC15	Q9Y5T4		Q07914	2guz-C	NA	150	83	145	53.1	12	13	0.822	0.976847	-1	
EPPK1	P58107		Q92817	4qmd-B	NA	5088	34	230	35	25	26	0.822	0.976847	-1	
FOS	P01100		P01100	1fos-E	NA	380	139	198	100	8	11	0.82	0.976847	-1	
FYCO1	Q9BQS8		Q15075	1joc-B	NA	1478	1137	1230	34.6	11	13	0.82	0.976847	-1	
GAB1	Q13480		P08567	1x05-A	NA	694	4	111	30.3	16	21	0.82	0.976847	-1	
GALNT18	Q6P9A2		O08912	1xhb-A	NA	607	133	601	35.8	76	92	0.824	0.976847	-1	
GJA3	Q9Y6H8		P29033	2zw3-D	NA	435	3	225	51.3	33	41	0.824	0.976847	-1	
GK	P32189		P0A6F3	1bu6-Z	NA	559	15	519	48.6	88	94	0.823	0.976847	-1	
GM2A	P17900		P17900	2ag4-A	NA	193	32	193	100	22	24	0.821	0.976847	-1	
GNAT1	P11488		P04695	1tnd-A	NA	350	27	349	99.1	40	49	0.824	0.976847	-1	
GSTO2	Q9H4Y5		Q9H4Y5	3q19-A	NA	243	5	228	100	26	28	0.821	0.976847	-1	
H2BFWT	Q7Z2G1		P02281	1kx5-D	NA	175	48	164	46.1	27	38	0.823	0.976847	-1	
HECTD1	Q9ULT8		Q9ET47	5et1-A	NA	2610	305	484	24.5	24	27	0.824	0.976847	-1	
IGKV1-8	A0A0C4DH67		P01597	3upa-A	NA	115	21	115	88.4	30	35	0.82	0.976847	-1	
KANK4	Q5T7N3		Q14678	5ybu-A	NA	995	744	987	55.7	38	54	0.824	0.976847	-1	
KLHL4	Q9C0H6		A0A077LQB4	4yy8-B	NA	718	342	717	26.7	122	152	0.823	0.976847	-1	
KRT20	P35900		P08670	3uf1-B	NA	424	111	219	31.5	17	20	0.823	0.976847	-1	
KRT4	P19013		P08670	3uf1-A	NA	534	198	301	37.5	21	30	0.822	0.976847	-1	
LILRA5	A6NI73		A6NI73	2d3v-A	NA	299	44	236	100	50	67	0.824	0.976847	-1	
MARS2	Q96GW9		Q38C91	4mw9-A	NA	593	46	583	41.3	79	86	0.824	0.976847	-1	
MKX	Q8IYA7		P40424	1puf-B	NA	352	64	132	36.2	19	21	0.82	0.976847	-1	
MRPL22	Q9NWU5		Q9NWU5	5ool-T	NA	206	41	206	100	18	22	0.82	0.976847	-1	
MSL2	Q9HCI7		P50534	2lua-A	NA	577	459	502	38.6	9	14	0.823	0.976847	-1	
MYT1	Q01538		Q9Y468	2ri5-A	NA	1121	485	513	62.1	9	11	0.821	0.976847	-1	
NEFM	P07197		P13645	4zry-A	NA	916	299	406	42.6	18	24	0.822	0.976847	-1	
NPM2	Q86SE8		Q86SE8	3t30-A	NA	214	16	120	100	16	19	0.823	0.976847	-1	
NSDHL	Q15738		Q5FNR0	3wj7-A	NA	373	42	373	27.9	54	61	0.822	0.976847	-1	
NTRK3	Q16288	"C,S"	Q16288	1wwc-A	NA	839	300	412	100	40	63	0.824	0.976847	0.9483	
OBSCN	Q5VST9		Q5VST9	2edl-A	NA	7968	3801	3897	100	24	26	0.822	0.976847	-1	
OR2AE1	Q8NHA4		P08483	4daj-A	NA	323	25	179	31	25	27	0.821	0.976847	-1	
OR51T1	Q8NGJ9		P21554	5xr8-A	NA	327	36	311	22.8	59	84	0.822	0.976847	-1	
OR8D4	Q8NGM9		P11229	5cxv-A	NA	314	26	153	27.1	33	43	0.824	0.976847	-1	
PDZK1	Q5T2W1		Q5T2W1	2eei-A	NA	519	132	224	100	9	11	0.82	0.976847	-1	
PIDD1	Q9HB75		P16157	3ud2-C	NA	910	321	611	24.1	25	28	0.821	0.976847	-1	
PKDREJ	Q9NTG1		Q13563	5k47-C	NA	2253	1711	2195	22.3	69	77	0.824	0.976847	-1	
PLAA	Q9Y263		P36037	3odt-A	NA	795	8	306	41	27	27	0.821	0.976847	-1	
PPP1R16B	Q96T49		Q90623	1s70-B	NA	567	22	322	35.1	70	82	0.824	0.976847	-1	
PRC1	O43663		O43663	4l3i-A	NA	620	2	450	100	50	55	0.824	0.976847	-1	
PREX2	Q70Z35	S	Q9EQZ6	4f7z-A	NA	1606	496	567	37	18	32	0.821	0.976847	0.945792	
PRKG2	Q13237		Q13237	5c8w-D	NA	762	149	267	100	19	23	0.82	0.976847	-1	
RANBP1	P43487		P43487	1k5d-H	NA	201	22	167	100	19	20	0.823	0.976847	-1	
RBBP6	Q7Z6E9		Q7Z6E9	2c7h-A	NA	1792	1	81	100	12	11	0.82	0.976847	-1	
RCAN1	P53805		Q9JHG6	1wey-A	NA	252	69	158	96.7	14	14	0.824	0.976847	-1	
RNASEL	Q05823		Q05823	4oav-D	NA	741	26	719	100	89	106	0.82	0.976847	-1	
SGSM1	Q2NKQ1		F1SH24	5tuc-A	NA	1148	939	1131	35.5	33	41	0.823	0.976847	-1	
SGSM2	O43147		F1SH24	5tuc-A	NA	1006	797	989	34	15	17	0.822	0.976847	-1	
SHROOM4	Q9ULL8		Q13796	5f5p-A	NA	1493	1306	1485	65.2	25	32	0.821	0.976847	-1	
SLC24A3	Q9HC58		Q9VDG5	3ead-B	NA	644	376	415	28.6	12	16	0.824	0.976847	-1	
SLC6A4	P31645		P31645	6awp-A	NA	630	76	617	100	95	112	0.82	0.976847	-1	
STAM	Q92783		Q92783	3f1i-S	NA	540	301	377	100	13	14	0.823	0.976847	-1	
TBCEL	Q5QJ74		Q8CIV8	1wjn-A	NA	424	343	419	24.7	10	15	0.822	0.976847	-1	
TJP1	Q07157		Q07157	2h2b-A	NA	1748	18	110	100	16	16	0.822	0.976847	-1	
TLL1	O43897		P97333	4gza-H	NA	1013	347	461	34.2	31	45	0.823	0.976847	-1	
TNFRSF1A	P19438		P19438	1ext-B	NA	455	41	197	100	14	19	0.824	0.976847	-1	
TNFSF9	P41273		P41273	2x29-A	NA	254	80	246	100	23	28	0.822	0.976847	-1	
TSPAN6	O43657		P60033	5tcx-A	NA	245	16	155	30	15	14	0.823	0.976847	-1	
TTC28	Q96AY4		Q9VB22	5a7d-B	NA	2481	270	648	33	29	27	0.823	0.976847	-1	
TWF1	Q12792		Q91YR1	2d8b-A	NA	350	161	313	92.8	23	27	0.822	0.976847	-1	
TWISTNB	Q3B726		P46669	5m64-G	NA	338	42	157	28.1	16	20	0.822	0.976847	-1	
TXNDC5	Q8NBS9		Q8NBS9	3wgd-D	NA	432	62	170	100	20	19	0.824	0.976847	-1	
UBE2Z	Q9H832		Q9H832	5a4p-A	NA	354	100	327	100	29	31	0.821	0.976847	-1	
UGT1A4	P22310		A4F1R4	3wc4-A	NA	534	145	450	21.1	57	72	0.824	0.976847	-1	
USP43	Q70EL4		Q13107	2y6e-B	NA	1123	539	712	40.8	14	14	0.821	0.976847	-1	
WDFY3	Q8IZQ1		O14964	4avx-A	NA	3526	3448	3513	47	11	14	0.82	0.976847	-1	
XYLT2	Q9H1B5		Q09324	3otk-C	NA	865	234	441	28.9	23	27	0.822	0.976847	-1	
ZFHX4	Q86UP3		Q96SE7	2eoe-A	NA	3567	1574	1596	30.4	9	11	0.823	0.976847	-1	
ZNF251	Q9BRH9		P08151	2gli-A	NA	671	183	283	36.1	19	19	0.822	0.976847	-1	
ZNF33B	Q06732		P49711	5t0u-A	NA	778	247	437	26.9	26	33	0.824	0.976847	-1	
ZNF43	P17038		P03001	1tf6-D	NA	809	139	336	29.1	34	44	0.824	0.976847	-1	
ZNF592	Q92610		Q07230	2i13-A	NA	1267	579	762	22.3	13	14	0.821	0.976847	-1	
